name,gender,age,standard,caste,dropoutStatus,dropoutReason,dropoutPrediction,dropoutFeedback
Averil Scougal,Female,24,3,OBC,false,stationery,7,massa id nisl venenatis lacinia aenean sit amet justo morbi ut
Pierre Wycliff,Male,9,0,ST,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,1,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
Allayne O'Dowling,Male,98,0,ST,true,poor teaching quality,8,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
Bernadette McKennan,Female,28,1,ST,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,0,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
Lannie Bridgstock,Male,60,0,General,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,8,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut
Biddie Harden,Female,0,0,ST,false,etc.) Financial constraints Family issues (e.g.,3,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices
Tandy Gurge,Bigender,56,11,OBC,false,stationery,3,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
Filberte Snaddin,Male,115,11,OBC,true,race,4,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
Melva Weins,Female,69,6,SC,true,stationery,6,non mi integer ac neque duis bibendum morbi non quam nec
Allyson Scottesmoor,Female,69,7,ST,true,parental divorce,9,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin
Carlyle Hames,Male,102,12,General,false,poor facilities,5,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
Nikolaos Meddemmen,Male,3,0,OBC,true,poor facilities,4,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
Renae Leetham,Female,85,1,SC,false,etc.) Financial constraints Family issues (e.g.,8,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit
Shaughn McGourty,Male,5,0,SC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,4,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
Silvan Oldred,Male,61,4,OBC,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,5,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
Edi Benne,Female,72,12,ST,true,race,3,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
Dimitri Poltun,Male,105,10,General,false,parental divorce,1,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
Glynnis Pedracci,Female,106,11,ST,true,poor facilities,3,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
Easter Reisenberg,Female,54,9,SC,true,Lack of resources (books,7,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
Gerti Sowood,Female,97,2,OBC,false,depression,1,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
Coretta Pettit,Female,6,10,General,false,Lack of resources (books,0,nibh ligula nec sem duis aliquam convallis nunc proin at
Julie Shipton,Male,102,5,General,true,stationery,0,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
Thorndike McDarmid,Male,50,4,General,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,10,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
Mollie Joinson,Female,97,1,ST,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,0,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
Dari Ateridge,Female,43,2,General,false,stationery,1,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
Tymon Scurman,Male,116,0,ST,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,2,semper rutrum nulla nunc purus phasellus in felis donec semper
Natasha Grzeszczyk,Female,119,9,SC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,0,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
Eustacia Evins,Female,57,10,OBC,true,depression,9,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
Agretha Jory,Female,82,11,SC,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,3,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
Gerianne Auten,Female,61,7,General,true,stationery,10,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
Colene Crumley,Female,67,11,OBC,true,etc.) Financial constraints Family issues (e.g.,6,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis
Tawnya Gianolo,Female,99,1,General,true,parental divorce,0,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
Rodrigo Siveter,Male,97,9,ST,true,poor facilities,5,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
Maryanna Perren,Female,82,10,General,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,9,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
Rad Chaytor,Bigender,78,8,ST,true,stationery,2,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
Grover Grinikhin,Agender,51,11,General,false,etc.) Financial constraints Family issues (e.g.,3,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut
Jordan Dencs,Male,19,9,OBC,false,poor facilities,10,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede
Marion Ubank,Male,46,7,SC,false,parental divorce,1,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
Ruprecht Benford,Male,64,6,ST,false,poor teaching quality,7,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
Lari Cunde,Female,113,10,General,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,8,massa volutpat convallis morbi odio odio elementum eu interdum eu
Aldrich Austin,Bigender,100,1,OBC,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,9,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
Jerald Fidge,Male,45,2,OBC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,2,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
Georas Jotham,Male,80,7,OBC,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,6,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
Elsbeth Isaacson,Female,108,6,OBC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,9,suspendisse ornare consequat lectus in est risus auctor sed tristique in
Amanda Castrillo,Female,43,10,OBC,true,depression,5,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
Archambault Beevor,Male,70,7,OBC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,8,primis in faucibus orci luctus et ultrices posuere cubilia curae
Maximo Greschik,Male,42,3,ST,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,9,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
Addie Lobbe,Male,7,6,ST,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,8,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
Janet Shawcroft,Female,105,0,OBC,true,race,1,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
Tallie Velte,Female,14,1,ST,false,Lack of resources (books,1,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
Reeba Gillanders,Female,53,7,General,false,poor teaching quality,6,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
Frayda Trehearn,Female,62,6,SC,true,poor teaching quality,0,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a
Paten Klugel,Male,90,8,General,true,depression,9,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede
Myrtice Borrington,Female,62,8,General,true,poor teaching quality,4,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
Jake Girton,Male,67,10,ST,false,depression,1,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
Alane Lernihan,Female,13,7,ST,false,poor facilities,2,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
Jarrod Boman,Male,14,5,General,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,10,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
Colby Grestye,Male,43,3,OBC,false,depression,4,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
Gerik Snazle,Male,109,6,General,true,parental divorce,4,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
Devland Duckitt,Male,112,2,General,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,0,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
