Name,Gender,DateOfBirth,Age,Standard,Caste,DropoutStatus,DropoutReason,DropoutPrediction,SchoolJoiningDate,StreamAfter10th,DateLeftSchool
Phaidra Kleinmintz,Female,6/6/1954,97,0,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/17/2003,Arts,9/3/2020
Shepperd Angove,Male,6/17/1963,66,0,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/6/2006,Science,3/4/2018
Jackie Janc,Male,12/16/1977,82,11,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/22/2017,Science,10/29/2007
Xylina Crame,Female,2/6/1929,39,5,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/10/2019,Arts,9/27/2018
Saunders Broggetti,Male,11/12/1921,79,7,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/12/2004,Science,1/17/1996
Vail Stading,Male,6/11/1933,42,12,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/10/2016,Commerce,12/27/1994
Viola Tombling,Female,3/28/2016,43,3,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/13/1992,Science,5/26/2009
Hogan Mitchard,Male,2/29/2020,28,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/12/2009,Commerce,8/3/2016
Chiquita Delaprelle,Female,3/7/1921,54,9,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/22/2004,Commerce,1/22/2008
Wadsworth De Micoli,Non-binary,10/17/1959,98,5,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/13/2018,Arts,11/23/2015
Liv Reuter,Female,3/31/1977,30,11,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/27/2023,Science,8/15/2013
Keith Lymbourne,Male,12/6/1940,30,0,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/21/2023,Other,10/20/2022
Ravid Crosser,Male,11/28/1983,47,12,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/20/2004,Science,11/6/1995
Morly Shapira,Male,7/25/1992,19,6,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/14/1996,Commerce,9/27/2005
Neall Steele,Male,6/16/2011,14,3,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/1/2017,Commerce,2/17/2009
Frannie Milksop,Female,8/8/1975,63,6,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/23/2015,Science,8/5/2022
Barbette Tallman,Female,10/27/1935,110,6,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/2/2023,Commerce,11/26/2020
Pepi Siddell,Female,9/17/1939,62,9,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/6/2003,Commerce,3/6/2015
Chadwick Collie,Male,8/13/1915,69,11,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/23/2018,Arts,9/26/2010
Kristian Brideaux,Male,9/18/1903,85,1,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/17/2001,Other,4/29/1998
Lucho Drysdall,Male,7/15/1900,107,12,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/3/2009,Other,4/5/2011
Thedric Clement,Male,8/17/1934,101,1,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/17/1990,Other,10/30/2001
Fonsie Guyan,Male,10/26/1908,63,6,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/29/1990,Arts,3/2/1999
Magnum Breddy,Male,5/27/1981,26,7,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/13/2011,Arts,11/11/2007
Karlotta De Bischop,Female,6/13/1936,64,7,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/5/2021,Other,2/6/2019
Dyna Foxon,Bigender,11/29/1962,87,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/3/2006,Commerce,2/4/1999
Hynda Hammatt,Female,5/2/1934,7,2,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/28/2014,Arts,4/18/1998
Josee O'Corrane,Non-binary,2/28/1915,18,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/24/1995,Science,12/8/2003
Myrna Coulthard,Female,6/22/1993,29,4,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/28/2012,Commerce,7/23/1994
Gizela Braben,Female,1/17/1979,7,8,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/13/1990,Commerce,9/4/1999
Ermentrude Gooly,Female,3/7/1914,58,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/5/2023,Science,11/26/1993
Clayton Galbreath,Male,4/29/1935,83,8,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/16/1998,Science,12/30/2005
Verena Dyers,Female,6/11/1974,60,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/21/2013,Science,10/28/2019
Dyan Keiley,Female,6/20/1954,29,9,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/7/1999,Other,8/21/2000
Maiga Uebel,Female,4/17/1975,62,10,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/11/2002,Arts,8/11/2012
Antoni Farfolomeev,Male,7/13/1936,75,5,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/24/2022,Arts,10/25/2016
Pyotr Adolf,Male,1/18/1937,106,3,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/21/2000,Other,10/26/2018
Nessy Conquer,Female,10/26/1926,63,6,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/22/2004,Science,12/19/2004
Monte MacDirmid,Polygender,10/30/1907,80,12,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/14/2003,Arts,5/14/2008
Perkin Baskeyfied,Bigender,1/29/1943,37,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/4/1995,Commerce,6/30/2008
Lynett Ort,Female,10/1/1991,118,12,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/2/2007,Science,8/31/1994
Hana Godilington,Female,5/7/1983,35,3,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/28/2023,Arts,10/9/2000
Charissa Littleover,Female,1/24/1927,77,4,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/11/2000,Science,11/25/2010
Trisha Swale,Female,3/14/2018,90,7,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/22/2008,Other,4/24/2021
Kyla Burril,Female,5/23/1965,12,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/14/2011,Commerce,7/4/1998
Estell Plunkett,Female,9/26/1949,75,4,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/23/2014,Arts,6/29/2004
Ennis Charrett,Male,4/10/1934,39,7,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/27/2016,Arts,6/23/2004
Seumas Fearey,Male,4/25/2014,16,9,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/18/1999,Commerce,1/7/2000
Adella Sotham,Agender,10/24/1913,18,10,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/23/1998,Commerce,10/27/2006
Bartholomeus McIlwraith,Male,3/8/1976,109,8,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/25/2000,Other,12/17/2008
L;urette Manass,Female,12/24/1966,105,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/14/1996,Science,1/31/1992
Emmalyn Domsalla,Female,4/13/2000,37,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/31/2020,Commerce,1/13/1996
Freddy Lutton,Male,2/6/1906,117,0,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/14/2017,Commerce,10/5/2021
Gard Shawley,Male,10/10/1929,99,9,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/13/2005,Commerce,6/1/2010
Dolf Merner,Male,1/10/2021,115,6,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/6/2006,Arts,10/21/2000
Laure Tangye,Female,12/21/1947,113,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/10/2010,Arts,8/9/2000
Marrilee Blomefield,Female,5/3/1917,3,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/30/2012,Commerce,10/19/1994
Hunfredo Jzhakov,Male,2/25/1996,23,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/8/2021,Other,9/12/2002
Emylee Vedstra,Female,7/11/1911,31,3,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/16/2001,Other,4/28/1999
Loralee Acres,Female,11/16/1998,27,6,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/23/2002,Arts,7/15/1996
Marcile Prevett,Agender,12/28/1954,116,12,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/13/2012,Science,6/23/2012
Theda Tunstall,Female,8/16/2002,83,2,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/9/2011,Commerce,12/18/2022
Leif Vowell,Male,9/18/1912,98,4,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/29/2007,Science,5/17/2021
Augusta Choulerton,Agender,10/4/1998,61,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/20/2009,Commerce,10/22/1993
Jackquelin MacDunlevy,Female,6/16/1961,31,7,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/31/2014,Science,12/26/1994
Ely Ubach,Male,11/5/1925,63,12,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/25/1996,Science,8/1/1994
Dud Seddon,Male,4/10/2020,69,9,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/5/2000,Science,10/24/1993
Haley Durrance,Male,11/9/1981,23,12,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/5/2022,Other,2/16/2006
Nananne Durrand,Female,11/12/1911,103,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/28/2004,Science,12/23/2010
Kaylil Pallent,Agender,5/25/1953,3,0,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/24/2007,Other,2/24/2000
Rafaellle Tuiller,Male,4/5/1924,91,7,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/31/1998,Science,12/29/2010
Sammie Wilstead,Male,12/8/2013,7,8,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/10/2009,Arts,9/3/2009
Brook Austwick,Male,3/25/1917,29,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/26/1995,Other,1/29/1997
Annis Matantsev,Female,6/15/1926,105,1,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/3/1994,Arts,4/2/1997
Janeen Aplin,Female,5/12/1918,44,12,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/14/1994,Science,3/31/1994
Dewey Jonathon,Male,2/18/2021,16,5,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/29/2012,Other,3/8/1993
Gerard Corrado,Male,3/28/1925,116,11,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/23/2006,Arts,12/25/1991
Enid Hakonsen,Female,4/27/1944,56,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/29/2009,Arts,2/20/1999
Bren Duxbarry,Male,3/22/1922,48,12,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/9/2021,Arts,3/1/1998
Gaultiero Railton,Male,9/21/2012,11,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/8/1993,Commerce,7/28/1999
Taryn Blew,Female,7/26/2007,59,0,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/9/2022,Commerce,1/17/2020
Whit Calderon,Male,10/2/1965,28,9,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/2/2006,Commerce,5/4/1998
Aurie Drinkhill,Female,2/16/1995,116,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/18/1999,Commerce,8/31/1998
Garrik Smythe,Male,10/8/1926,19,0,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/9/2000,Science,4/13/2021
Miof mela Jancy,Female,4/16/1995,80,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/26/2022,Other,11/20/2001
